Date,Price,Open,High,Low,Vol.,Change %
2/16/2022,"14,255.00","14,277.50","14,297.50","14,249.00",0.17K,-0.31%
2/17/2022,"14,315.00","14,252.50","14,325.00","14,250.00",0.22K,0.42%
2/18/2022,"14,325.00","14,327.50","14,355.00","14,318.50",0.17K,0.07%
2/21/2022,"14,325.00","14,360.00","14,360.00","14,316.00",0.13K,0.00%
2/22/2022,"14,361.00","14,345.00","14,372.50","14,332.00",0.20K,0.25%
2/23/2022,"14,335.00","14,350.00","14,365.00","14,337.50",0.13K,-0.18%
2/24/2022,"14,380.00","14,357.50","14,390.00","14,332.50",0.13K,0.31%
2/25/2022,"14,365.00","14,377.50","14,382.50","14,359.00",0.12K,-0.10%
3/1/2022,"14,335.00","14,355.00","14,370.00","14,333.50",0.11K,-0.21%
3/2/2022,"14,385.00","14,357.50","14,390.00","14,337.00",0.12K,0.35%
3/4/2022,"14,385.00","14,385.00","14,395.00","14,371.50",0.09K,0.00%
3/7/2022,"14,405.00","14,415.00","14,420.00","14,401.00",0.12K,0.14%
3/8/2022,"14,395.00","14,392.50","14,405.00","14,382.00",0.11K,-0.07%
3/9/2022,"14,345.00","14,350.00","14,386.00","14,344.00",0.12K,-0.35%
3/10/2022,"14,275.00","14,295.00","14,320.00","14,260.00",0.12K,-0.49%
3/11/2022,"14,300.00","14,290.00","14,317.50","14,281.00",0.12K,0.18%
3/14/2022,"14,330.00","14,312.50","14,342.50","14,307.50",0.11K,0.21%
3/15/2022,"14,325.00","14,342.50","14,347.50","14,295.00",0.17K,-0.03%
3/16/2022,"14,310.00","14,300.00","14,322.50","14,292.50",0.10K,-0.10%
3/17/2022,"14,300.00","14,290.00","14,305.00","14,260.00",0.08K,-0.07%
3/18/2022,"14,340.00","14,312.50","14,347.50","14,312.50",0.09K,0.28%
3/21/2022,"14,338.00","14,345.00","14,347.50","14,330.50",0.13K,-0.01%
3/22/2022,"14,356.00","14,350.00","14,371.00","14,346.50",0.10K,0.13%
3/23/2022,"14,345.00","14,337.50","14,361.50","14,334.50",0.10K,-0.08%
3/24/2022,"14,344.00","14,380.00","14,380.00","14,348.50",0.12K,-0.01%
3/25/2022,"14,340.00","14,340.00","14,347.50","14,332.50",0.10K,-0.03%
3/28/2022,"14,362.00","14,345.00","14,366.50","14,344.00",0.09K,0.15%
3/29/2022,"14,363.00","14,367.50","14,371.00","14,352.50",0.12K,0.01%
3/30/2022,"14,340.00","14,340.00","14,358.50","14,332.50",0.08K,-0.16%
3/31/2022,"14,368.00","14,340.00","14,369.00","14,334.50",0.09K,0.20%
4/1/2022,"14,365.00","14,360.00","14,370.00","14,352.50",0.07K,-0.02%
4/4/2022,"14,353.00","14,365.00","14,372.50","14,351.00",0.08K,-0.08%
4/5/2022,"14,345.00","14,340.00","14,353.50","14,337.50",0.11K,-0.06%
4/6/2022,"14,355.00","14,365.00","14,376.50","14,353.00",0.12K,0.07%
4/7/2022,"14,358.00","14,362.50","14,368.50","14,351.00",0.12K,0.02%
4/8/2022,"14,360.00","14,375.00","14,386.00","14,355.00",0.12K,0.01%
4/11/2022,"14,365.00","14,375.00","14,380.00","14,362.50",0.10K,0.03%
4/12/2022,"14,360.00","14,365.00","14,367.50","14,357.50",0.11K,-0.03%
4/13/2022,"14,362.00","14,355.00","14,370.00","14,353.50",0.10K,0.01%
4/14/2022,"14,343.00","14,356.50","14,360.00","14,342.00",0.11K,-0.13%
4/18/2022,"14,353.00","14,366.50","14,366.50","14,349.50",0.08K,0.07%
4/19/2022,"14,335.00","14,357.50","14,360.00","14,328.00",0.14K,-0.13%
4/20/2022,"14,355.00","14,355.00","14,365.00","14,342.50",0.14K,0.14%
4/21/2022,"14,343.00","14,347.50","14,355.50","14,339.00",0.14K,-0.08%
4/22/2022,"14,356.00","14,360.00","14,367.50","14,352.50",0.16K,0.09%
4/25/2022,"14,455.00","14,460.00","14,477.50","14,422.50",0.17K,0.69%
4/26/2022,"14,410.00","14,447.50","14,450.00","14,393.00",0.12K,-0.31%
4/27/2022,"14,420.00","14,420.00","14,435.00","14,404.50",0.11K,0.07%
4/28/2022,"14,495.00","14,450.00","14,502.50","14,442.50",0.16K,0.52%
5/9/2022,"14,555.00","14,510.00","14,562.50","14,502.50",0.11K,0.41%
5/10/2022,"14,555.00","14,565.00","14,570.00","14,531.00",0.11K,0.00%
5/11/2022,"14,555.00","14,530.00","14,561.00","14,524.00",0.09K,0.00%
5/12/2022,"14,595.00","14,540.00","14,602.50","14,537.50",0.12K,0.27%
5/13/2022,"14,610.00","14,610.00","14,627.50","14,594.50",0.12K,0.10%
5/17/2022,"14,645.00","14,617.50","14,669.00","14,615.00",0.18K,0.24%
5/18/2022,"14,685.00","14,640.00","14,692.50","14,640.00",0.15K,0.27%
5/19/2022,"14,730.00","14,671.50","14,738.00","14,671.50",0.14K,0.31%
5/20/2022,"14,650.00","14,625.00","14,677.50","14,624.50",0.13K,-0.54%
5/23/2022,"14,670.00","14,645.00","14,677.50","14,637.50",0.11K,0.14%
5/24/2022,"14,655.00","14,662.50","14,670.00","14,642.00",0.15K,-0.10%
5/25/2022,"14,630.00","14,645.00","14,663.50","14,627.50",0.16K,-0.17%
5/27/2022,"14,575.00","14,605.00","14,607.50","14,557.50",0.13K,-0.38%
5/30/2022,"14,557.00","14,532.50","14,558.50","14,520.00",0.13K,-0.12%
5/31/2022,"14,580.00","14,569.00","14,602.00","14,555.00",0.18K,0.16%
6/2/2022,"14,480.00","14,572.50","14,585.00","14,478.50",0.16K,-0.69%
6/3/2022,"14,435.00","14,435.00","14,452.50","14,420.00",0.11K,-0.31%
6/6/2022,"14,450.00","14,455.00","14,470.00","14,449.00",0.16K,0.10%
6/7/2022,"14,454.00","14,462.50","14,472.50","14,454.50",0.18K,0.03%
6/8/2022,"14,490.00","14,465.00","14,497.50","14,456.50",0.12K,0.25%
6/9/2022,"14,560.00","14,512.50","14,568.50","14,512.50",0.16K,0.48%
6/10/2022,"14,550.00","14,580.00","14,587.50","14,544.00",0.15K,-0.07%
6/13/2022,"14,678.00","14,660.00","14,686.50","14,642.50",0.17K,0.88%
6/14/2022,"14,695.00","14,740.00","14,771.00","14,685.00",0.20K,0.12%
6/15/2022,"14,740.00","14,707.50","14,759.00","14,697.50",0.22K,0.31%
6/16/2022,"14,765.00","14,727.50","14,770.00","14,705.00",0.17K,0.17%
6/17/2022,"14,821.00","14,835.00","14,841.50","14,727.50",0.21K,0.38%
6/20/2022,"14,830.00","14,840.00","14,851.50","14,815.00",0.15K,0.06%
6/21/2022,"14,810.00","14,820.00","14,832.50","14,767.50",0.21K,-0.13%
6/22/2022,"14,865.00","14,820.00","14,873.50","14,814.00",0.19K,0.37%
6/23/2022,"14,835.00","14,840.00","14,847.50","14,812.50",0.17K,-0.20%
6/24/2022,"14,845.00","14,844.00","14,852.50","14,827.50",0.16K,0.07%
6/27/2022,"14,800.00","14,810.00","14,820.00","14,787.50",0.11K,-0.30%
6/28/2022,"14,835.00","14,827.50","14,847.50","14,800.00",0.17K,0.24%
6/29/2022,"14,849.00","14,850.00","14,856.00","14,820.00",0.16K,0.09%
6/30/2022,"14,895.00","14,860.00","14,897.50","14,830.00",0.19K,0.31%
7/1/2022,"14,935.00","14,925.00","14,972.50","14,862.50",0.15K,0.27%
7/4/2022,"14,965.00","14,945.00","14,971.50","14,927.00",0.14K,0.20%
7/5/2022,"14,985.00","14,975.00","14,995.00","14,962.50",0.15K,0.13%
7/6/2022,"14,995.00","15,017.50","15,032.50","14,988.00",0.17K,0.07%
7/7/2022,"14,995.00","14,982.50","14,996.00","14,965.00",0.19K,0.00%
7/8/2022,"14,975.00","14,985.00","14,988.50","14,957.50",0.20K,-0.13%
7/11/2022,"14,970.00","14,982.50","14,982.50","14,951.50",0.14K,-0.03%
7/12/2022,"14,985.00","14,982.50","14,996.00","14,976.00",0.14K,0.10%
7/13/2022,"14,985.00","14,975.00","14,996.50","14,966.50",0.13K,0.00%
7/14/2022,"14,990.00","14,994.50","14,998.00","14,986.50",0.14K,0.03%
7/15/2022,"14,990.00","14,994.50","14,998.00","14,977.50",0.08K,0.00%
7/18/2022,"14,982.00","14,974.50","14,995.00","14,950.00",0.15K,-0.05%
7/19/2022,"14,975.00","14,982.50","14,996.50","14,977.00",0.14K,-0.05%
7/20/2022,"14,985.00","14,977.50","14,992.00","14,970.00",0.10K,0.07%
7/21/2022,"15,030.00","14,990.00","15,036.50","14,990.00",0.19K,0.30%
7/22/2022,"15,015.00","15,030.00","15,037.50","15,007.50",0.14K,-0.10%
7/25/2022,"14,995.00","15,000.00","15,010.00","14,967.50",0.12K,-0.13%
7/26/2022,"14,995.00","14,957.50","15,002.50","14,940.00",0.10K,0.00%
7/27/2022,"15,010.00","14,997.00","15,025.00","14,919.00",0.15K,0.10%
7/28/2022,"14,930.00","14,937.50","14,977.50","14,917.50",0.18K,-0.53%
7/29/2022,"14,830.00","14,855.00","14,887.50","14,830.00",0.16K,-0.67%
8/1/2022,"14,870.00","14,850.00","14,887.50","14,847.00",0.13K,0.27%
8/2/2022,"14,890.00","14,865.00","14,992.50","14,862.50",0.19K,0.13%
8/3/2022,"14,910.00","14,910.00","14,925.00","14,890.00",0.17K,0.13%
8/4/2022,"14,930.00","14,910.00","14,939.00","14,897.50",0.16K,0.13%
8/5/2022,"14,890.00","14,885.00","14,920.00","14,877.50",0.14K,-0.27%
8/8/2022,"14,875.00","14,922.50","14,940.00","14,877.50",0.17K,-0.10%
8/9/2022,"14,850.00","14,865.00","14,876.00","14,847.50",0.22K,-0.17%
8/10/2022,"14,870.00","14,867.50","14,880.50","14,865.00",0.12K,0.13%
8/11/2022,"14,765.00","14,815.00","14,869.50","14,760.00",0.18K,-0.71%
8/12/2022,"14,665.00","14,745.00","14,755.00","14,659.00",0.14K,-0.68%
8/15/2022,"14,740.00","14,685.00","14,744.00","14,685.00",0.16K,0.51%
8/16/2022,"14,765.00","14,775.00","14,782.50","14,751.50",0.15K,0.17%
8/18/2022,"14,830.00","14,777.50","14,844.00","14,777.50",0.16K,0.44%
8/19/2022,"14,835.00","14,860.00","14,875.00","14,837.50",0.17K,0.03%
8/22/2022,"14,885.00","14,875.00","14,895.00","14,860.00",0.13K,0.34%
8/23/2022,"14,835.00","14,897.50","14,921.50","14,825.00",0.13K,-0.34%
8/24/2022,"14,845.00","14,847.50","14,872.50","14,822.00",0.15K,0.07%
8/25/2022,"14,820.00","14,827.50","14,837.50","14,815.00",0.15K,-0.17%
8/26/2022,"14,815.00","14,797.50","14,829.00","14,797.00",0.17K,-0.03%
8/29/2022,"14,895.00","14,865.00","14,902.50","14,840.00",0.13K,0.54%
8/30/2022,"14,840.00","14,887.50","14,896.00","14,840.00",0.17K,-0.37%
8/31/2022,"14,840.00","14,847.50","14,862.50","14,837.50",0.16K,0.00%
9/1/2022,"14,880.00","14,865.00","14,892.50","14,865.00",0.14K,0.27%
9/2/2022,"14,895.00","14,897.50","14,907.50","14,872.50",0.14K,0.10%
9/5/2022,"14,900.00","14,885.00","14,932.50","14,885.00",0.18K,0.03%
9/6/2022,"14,885.00","14,887.50","14,897.50","14,869.50",0.17K,-0.10%
9/7/2022,"14,915.00","14,912.50","14,936.50","14,825.00",0.20K,0.20%
9/8/2022,"14,895.00","14,897.50","14,915.00","14,893.50",0.16K,-0.13%
9/9/2022,"14,828.00","14,875.00","14,885.00","14,817.50",0.19K,-0.45%
9/12/2022,"14,840.00","14,822.50","14,846.50","14,815.00",0.17K,0.08%
9/13/2022,"14,850.00","14,852.50","14,876.00","14,846.00",0.21K,0.07%
9/14/2022,"14,905.00","14,935.00","14,944.00","14,874.00",0.27K,0.37%
9/15/2022,"14,895.00","14,910.00","14,912.50","14,877.50",0.18K,-0.07%
9/16/2022,"14,950.00","14,930.00","14,962.50","14,921.50",0.21K,0.37%
9/19/2022,"14,975.00","14,970.00","14,989.00","14,960.00",0.18K,0.17%
9/20/2022,"14,980.00","14,980.00","14,990.00","14,964.00",0.19K,0.03%
9/21/2022,"14,995.00","15,017.50","15,024.00","14,997.50",0.18K,0.10%
9/22/2022,"15,015.00","15,007.50","15,042.50","15,007.50",0.14K,0.13%
9/23/2022,"15,035.00","15,010.00","15,043.50","15,010.00",0.11K,0.13%
9/26/2022,"15,125.00","15,060.00","15,132.50","15,060.00",0.12K,0.60%
9/27/2022,"15,120.00","15,135.00","15,172.00","15,122.50",0.18K,-0.03%
9/28/2022,"15,260.00","15,160.00","15,276.50","15,160.00",0.15K,0.93%
9/29/2022,"15,260.00","15,220.00","15,280.00","15,212.50",0.21K,0.00%
9/30/2022,"15,225.00","15,190.00","15,247.50","15,180.00",0.18K,-0.23%
10/3/2022,"15,300.00","15,245.00","15,307.50","15,245.00",0.14K,0.49%
10/4/2022,"15,245.00","15,282.50","15,312.50","15,237.50",0.15K,-0.36%
10/5/2022,"15,190.00","15,182.50","15,220.00","15,156.50",0.25K,-0.36%
10/6/2022,"15,185.00","15,205.00","15,211.00","15,183.50",0.19K,-0.03%
10/7/2022,"15,250.00","15,222.50","15,262.50","15,220.50",0.21K,0.43%
10/10/2022,"15,310.00","15,275.00","15,315.00","15,270.00",0.21K,0.39%
10/11/2022,"15,355.00","15,330.00","15,372.50","15,330.00",0.18K,0.29%
10/12/2022,"15,355.00","15,364.00","15,390.00","15,355.50",0.19K,0.00%
10/13/2022,"15,360.00","15,352.50","15,367.50","15,342.00",0.15K,0.03%
10/14/2022,"15,425.00","15,365.00","15,426.50","15,362.50",0.17K,0.42%
10/17/2022,"15,485.00","15,467.50","15,496.50","15,459.50",0.17K,0.39%
10/18/2022,"15,465.00","15,470.00","15,485.00","15,447.50",0.19K,-0.13%
10/19/2022,"15,495.00","15,475.00","15,503.00","15,465.00",0.16K,0.19%
10/20/2022,"15,570.00","15,545.00","15,587.50","15,476.50",0.23K,0.48%
10/21/2022,"15,630.00","15,580.00","15,635.50","15,577.50",0.21K,0.39%
10/24/2022,"15,585.00","15,575.00","15,607.50","15,562.50",0.18K,-0.29%
10/25/2022,"15,620.00","15,590.00","15,623.00","15,590.00",0.14K,0.22%
10/26/2022,"15,569.00","15,600.00","15,619.00","15,560.00",0.17K,-0.33%
10/27/2022,"15,565.00","15,550.00","15,627.50","15,535.00",0.16K,-0.03%
10/28/2022,"15,548.00","15,567.50","15,567.50","15,520.00",0.12K,-0.11%
10/31/2022,"15,595.00","15,577.50","15,612.50","15,562.50",0.15K,0.30%
11/1/2022,"15,625.00","15,630.00","15,661.50","15,553.50",0.15K,0.19%
11/2/2022,"15,645.00","15,660.50","15,671.50","15,630.00",0.17K,0.13%
11/3/2022,"15,695.00","15,655.00","15,698.50","15,645.00",0.15K,0.32%
11/4/2022,"15,735.00","15,750.00","15,760.00","15,715.00",0.18K,0.25%
11/7/2022,"15,705.00","15,662.50","15,710.00","15,660.00",0.12K,-0.19%
11/8/2022,"15,695.00","15,670.00","15,702.50","15,667.50",0.13K,-0.06%
11/9/2022,"15,658.00","15,662.50","15,672.50","15,632.50",0.16K,-0.24%
11/10/2022,"15,690.00","15,677.50","15,712.50","15,677.50",0.13K,0.20%
11/11/2022,"15,490.00","15,560.00","15,565.00","15,392.50",0.15K,-1.27%
11/14/2022,"15,515.00","15,465.00","15,527.50","15,462.50",0.13K,0.16%
11/15/2022,"15,535.00","15,530.00","15,622.50","15,525.00",0.19K,0.13%
11/16/2022,"15,600.00","15,570.00","15,628.50","15,565.00",0.19K,0.42%
11/17/2022,"15,660.00","15,660.00","15,705.00","15,642.50",0.19K,0.38%
11/18/2022,"15,685.00","15,670.00","15,697.50","15,670.00",0.14K,0.16%
11/21/2022,"15,710.00","15,690.00","15,717.50","15,682.50",0.11K,0.16%
11/22/2022,"15,695.00","15,710.00","15,727.50","15,694.50",0.16K,-0.10%
11/23/2022,"15,685.00","15,692.50","15,709.50","15,684.00",0.14K,-0.06%
11/24/2022,"15,663.00","15,640.00","15,667.50","15,635.00",0.18K,-0.14%
11/25/2022,"15,670.00","15,645.00","15,681.00","15,632.50",0.15K,0.04%
11/28/2022,"15,720.00","15,692.50","15,737.50","15,685.00",0.17K,0.32%
11/29/2022,"15,740.00","15,722.50","15,748.00","15,707.00",0.14K,0.13%
11/30/2022,"15,730.00","15,735.00","15,749.00","15,725.00",0.20K,-0.06%
12/1/2022,"15,560.00","15,622.50","15,642.50","15,545.00",0.14K,-1.08%
12/2/2022,"15,425.00","15,450.00","15,470.00","15,405.00",0.15K,-0.87%
12/5/2022,"15,465.00","15,375.00","15,475.00","15,365.00",0.14K,0.26%
12/6/2022,"15,615.00","15,510.00","15,629.00","15,480.00",0.17K,0.97%
12/7/2022,"15,635.00","15,615.00","15,644.50","15,587.50",0.11K,0.13%
12/8/2022,"15,620.00","15,615.00","15,636.50","15,585.00",0.12K,-0.10%
12/9/2022,"15,582.00","15,575.00","15,597.50","15,564.50",0.17K,-0.24%
12/12/2022,"15,625.00","15,592.50","15,652.50","15,587.50",0.09K,0.28%
12/13/2022,"15,655.00","15,655.00","15,673.50","15,636.50",0.16K,0.19%
12/14/2022,"15,590.00","15,557.50","15,647.50","15,555.00",0.17K,-0.42%
12/15/2022,"15,615.00","15,607.50","15,642.50","15,582.50",0.17K,0.16%
12/16/2022,"15,595.00","15,622.50","15,642.00","15,570.00",0.17K,-0.13%
12/19/2022,"15,595.00","15,615.00","15,631.00","15,597.50",0.11K,0.00%
12/20/2022,"15,600.00","15,585.00","15,630.00","15,575.00",0.14K,0.03%
12/21/2022,"15,585.00","15,592.50","15,612.50","15,582.50",0.09K,-0.10%
12/22/2022,"15,580.00","15,577.50","15,607.50","15,565.00",0.11K,-0.03%
12/23/2022,"15,590.00","15,582.50","15,612.50","15,582.50",0.07K,0.06%
12/26/2022,"15,630.00","15,592.50","15,647.50","15,592.50",0.11K,0.26%
12/27/2022,"15,660.00","15,622.50","15,672.50","15,592.50",0.08K,0.19%
12/28/2022,"15,700.00","15,657.50","15,722.50","15,657.50",0.09K,0.26%
12/29/2022,"15,655.00","15,745.00","15,765.00","15,657.50",0.14K,-0.29%
12/30/2022,"15,565.00","15,637.50","15,655.00","15,545.00",0.14K,-0.57%
1/2/2023,"15,570.00","15,490.00","15,583.50","15,490.00",0.12K,0.03%
1/3/2023,"15,595.00","15,595.00","15,612.50","15,550.00",0.17K,0.16%
1/4/2023,"15,585.00","15,612.50","15,633.00","15,580.00",0.19K,-0.06%
1/5/2023,"15,605.00","15,580.00","15,622.50","15,565.00",0.18K,0.13%
1/6/2023,"15,630.00","15,635.00","15,643.00","15,603.50",0.16K,0.16%
1/9/2023,"15,565.00","15,580.00","15,590.00","15,555.00",0.16K,-0.42%
1/10/2023,"15,570.00","15,574.00","15,598.50","15,547.50",0.15K,0.03%
